freiburg1_desk2
image      depth      pose
537 1305031544.643444    1305031544.638925    1305031544.6419
538 1305031544.675586    1305031544.675602    1305031544.6719
539 1305031544.707411    1305031544.703615    1305031544.7119
540 1305031544.743438    1305031544.738977    1305031544.7418
541 1305031544.775418    1305031544.775192    1305031544.7719
542 1305031544.807397    1305031544.807101    1305031544.8119
543 1305031544.843491    1305031544.839027    1305031544.8419
544 1305031544.875360    1305031544.875379    1305031544.8719
545 1305031544.907423    1305031544.907436    1305031544.9119
546 1305031544.943434    1305031544.939009    1305031544.9419
547 1305031544.975537    1305031544.975561    1305031544.9720
548 1305031545.007393    1305031545.007409    1305031545.0119
549 1305031545.043477    1305031545.039484    1305031545.0419
550 1305031545.075369    1305031545.075213    1305031545.0719
551 1305031545.107399    1305031545.107171    1305031545.1118
552 1305031545.144171    1305031545.139414    1305031545.1419
553 1305031545.207577    1305031545.207672    1305031545.2119
554 1305031545.243483    1305031545.239686    1305031545.2419
555 1305031545.275369    1305031545.275412    1305031545.2719
556 1305031545.307451    1305031545.306213    1305031545.3119
557 1305031545.343494    1305031545.339544    1305031545.3419
558 1305031545.375545    1305031545.375555    1305031545.3719
559 1305031545.407452    1305031545.407463    1305031545.4118
560 1305031545.444180    1305031545.439168    1305031545.4419
561 1305031545.507394    1305031545.507417    1305031545.5118
562 1305031545.543418    1305031545.539498    1305031545.5419
563 1305031545.578078    1305031545.578088    1305031545.5819
564 1305031545.643463    1305031545.635945    1305031545.6419
565 1305031545.675289    1305031545.673535    1305031545.6721
566 1305031545.707398    1305031545.706561    1305031545.7119
567 1305031545.743570    1305031545.739007    1305031545.7420
568 1305031545.775452    1305031545.775565    1305031545.7718
569 1305031545.807404    1305031545.807492    1305031545.8118
570 1305031545.843376    1305031545.843386    1305031545.8419
571 1305031545.875537    1305031545.875515    1305031545.8719
572 1305031545.907389    1305031545.907616    1305031545.9118
573 1305031545.943457    1305031545.943703    1305031545.9419
574 1305031545.975621    1305031545.975685    1305031545.9719
575 1305031546.007516    1305031546.007570    1305031546.0119
576 1305031546.043769    1305031546.043793    1305031546.0419
577 1305031546.075414    1305031546.075425    1305031546.0719
578 1305031546.107395    1305031546.104074    1305031546.1119
579 1305031546.143502    1305031546.143517    1305031546.1419
580 1305031546.175952    1305031546.175972    1305031546.1720
581 1305031546.207500    1305031546.207525    1305031546.2120
582 1305031546.243551    1305031546.243573    1305031546.2420
583 1305031546.276098    1305031546.276113    1305031546.2720
584 1305031546.308110    1305031546.308117    1305031546.3120
585 1305031546.343919    1305031546.343932    1305031546.3420
586 1305031546.376056    1305031546.376105    1305031546.3721
587 1305031546.407659    1305031546.407683    1305031546.4121
588 1305031546.443968    1305031546.443985    1305031546.4421
589 1305031546.475996    1305031546.476002    1305031546.4721
590 1305031546.507967    1305031546.507978    1305031546.5121
591 1305031546.544068    1305031546.544091    1305031546.5421
592 1305031546.576412    1305031546.576436    1305031546.5721
593 1305031546.607717    1305031546.604477    1305031546.6121
594 1305031546.644200    1305031546.644231    1305031546.6422
595 1305031546.676003    1305031546.676019    1305031546.6722
596 1305031546.707934    1305031546.707952    1305031546.7122
597 1305031546.743887    1305031546.743907    1305031546.7422
598 1305031546.775864    1305031546.775885    1305031546.7723
599 1305031546.807996    1305031546.808019    1305031546.8122
600 1305031546.844079    1305031546.844098    1305031546.8423
601 1305031546.876064    1305031546.876150    1305031546.8724
602 1305031546.907783    1305031546.904254    1305031546.9123
603 1305031546.943858    1305031546.943871    1305031546.9423
604 1305031546.975884    1305031546.975693    1305031546.9724
605 1305031547.011984    1305031547.008548    1305031547.0123
606 1305031547.044214    1305031547.044236    1305031547.0424
607 1305031547.076346    1305031547.074033    1305031547.0724
608 1305031547.111991    1305031547.109368    1305031547.1124
609 1305031547.144071    1305031547.143020    1305031547.1424
610 1305031547.175909    1305031547.172567    1305031547.1724
611 1305031547.211964    1305031547.211605    1305031547.2124
612 1305031547.244113    1305031547.244133    1305031547.2425
613 1305031547.276546    1305031547.276566    1305031547.2725
614 1305031547.312261    1305031547.312300    1305031547.3125
615 1305031547.344192    1305031547.344201    1305031547.3425
616 1305031547.376753    1305031547.376783    1305031547.3726
617 1305031547.412260    1305031547.412309    1305031547.4125
618 1305031547.444472    1305031547.444479    1305031547.4426
619 1305031547.476347    1305031547.475653    1305031547.4726
620 1305031547.512114    1305031547.512129    1305031547.5126
621 1305031547.544015    1305031547.543063    1305031547.5426
622 1305031547.576437    1305031547.572452    1305031547.5728
623 1305031547.612296    1305031547.610069    1305031547.6126
624 1305031547.644160    1305031547.643685    1305031547.6427
625 1305031547.677287    1305031547.675727    1305031547.6727
626 1305031547.712338    1305031547.712359    1305031547.7127
627 1305031547.744332    1305031547.741819    1305031547.7428
628 1305031547.776390    1305031547.773659    1305031547.7727
629 1305031547.812317    1305031547.812136    1305031547.8127
630 1305031547.844564    1305031547.844573    1305031547.8428
631 1305031547.876362    1305031547.875313    1305031547.8728
632 1305031547.912744    1305031547.912229    1305031547.9128
633 1305031547.944304    1305031547.942674    1305031547.9431
634 1305031547.976482    1305031547.976525    1305031547.9528
