freiburg1_floor
image      depth      pose
537 1305033547.139964    1305033547.151383    1305033547.1378
538 1305033547.171990    1305033547.185523    1305033547.1679
539 1305033547.208019    1305033547.221122    1305033547.2078
540 1305033547.240019    1305033547.250597    1305033547.2378
541 1305033547.272008    1305033547.288626    1305033547.2678
542 1305033547.307975    1305033547.321316    1305033547.3079
543 1305033547.340021    1305033547.355007    1305033547.3379
544 1305033547.372227    1305033547.385938    1305033547.3679
545 1305033547.407924    1305033547.417511    1305033547.4078
546 1305033547.440119    1305033547.456084    1305033547.4379
547 1305033547.472121    1305033547.486148    1305033547.4678
548 1305033547.508002    1305033547.518921    1305033547.5079
549 1305033547.540002    1305033547.553656    1305033547.5379
550 1305033547.571945    1305033547.586145    1305033547.5678
551 1305033547.607867    1305033547.619901    1305033547.6078
552 1305033547.639866    1305033547.654165    1305033547.6378
553 1305033547.672081    1305033547.688903    1305033547.6687
554 1305033547.707937    1305033547.719686    1305033547.7078
555 1305033547.739860    1305033547.755133    1305033547.7379
556 1305033547.771903    1305033547.788023    1305033547.7678
557 1305033547.807957    1305033547.820676    1305033547.8078
558 1305033547.839913    1305033547.855737    1305033547.8378
559 1305033547.872133    1305033547.885335    1305033547.8679
560 1305033547.907862    1305033547.920570    1305033547.9078
561 1305033547.940013    1305033547.956633    1305033547.9378
562 1305033547.972166    1305033547.985542    1305033547.9678
563 1305033548.007950    1305033548.020326    1305033548.0078
564 1305033548.040012    1305033548.056443    1305033548.0379
565 1305033548.072059    1305033548.056443    1305033548.0678
566 1305033548.107983    1305033548.116966    1305033548.1078
567 1305033548.140062    1305033548.153141    1305033548.1378
568 1305033548.172076    1305033548.186214    1305033548.1678
569 1305033548.207985    1305033548.221236    1305033548.2078
570 1305033548.239986    1305033548.254879    1305033548.2378
571 1305033548.272093    1305033548.288588    1305033548.2678
572 1305033548.308005    1305033548.320193    1305033548.3078
573 1305033548.340012    1305033548.355943    1305033548.3379
574 1305033548.371963    1305033548.387429    1305033548.3678
575 1305033548.408013    1305033548.420622    1305033548.4078
576 1305033548.439833    1305033548.455729    1305033548.4379
577 1305033548.472090    1305033548.486244    1305033548.4678
578 1305033548.507972    1305033548.520516    1305033548.5078
579 1305033548.540004    1305033548.556164    1305033548.5378
580 1305033548.572101    1305033548.587222    1305033548.5678
581 1305033548.607941    1305033548.623083    1305033548.6078
582 1305033548.639977    1305033548.653034    1305033548.6379
583 1305033548.671980    1305033548.685027    1305033548.6678
584 1305033548.708005    1305033548.722164    1305033548.7078
585 1305033548.740008    1305033548.753816    1305033548.7378
586 1305033548.772034    1305033548.788875    1305033548.7679
587 1305033548.808014    1305033548.825060    1305033548.8078
588 1305033548.839886    1305033548.825060    1305033548.8378
589 1305033548.871998    1305033548.885975    1305033548.8678
590 1305033548.907968    1305033548.923151    1305033548.9079
591 1305033548.939893    1305033548.923151    1305033548.9379
592 1305033548.972156    1305033548.986320    1305033548.9677
593 1305033549.008413    1305033549.022014    1305033549.0078
594 1305033549.040009    1305033549.055821    1305033549.0378
595 1305033549.071865    1305033549.055821    1305033549.0678
596 1305033549.108050    1305033549.123218    1305033549.1078
597 1305033549.140011    1305033549.156024    1305033549.1378
598 1305033549.171994    1305033549.185212    1305033549.1678
599 1305033549.207991    1305033549.221649    1305033549.2078
600 1305033549.240017    1305033549.254395    1305033549.2378
601 1305033549.271996    1305033549.285602    1305033549.2678
602 1305033549.307930    1305033549.321001    1305033549.3077
603 1305033549.339824    1305033549.353010    1305033549.3378
604 1305033549.371997    1305033549.385421    1305033549.3678
605 1305033549.407979    1305033549.424022    1305033549.4078
606 1305033549.440046    1305033549.454879    1305033549.4378
607 1305033549.471996    1305033549.486035    1305033549.4678
608 1305033549.507981    1305033549.523837    1305033549.5079
609 1305033549.540005    1305033549.554819    1305033549.5377
610 1305033549.572036    1305033549.585164    1305033549.5678
611 1305033549.607937    1305033549.624488    1305033549.6078
612 1305033549.640078    1305033549.653851    1305033549.6378
613 1305033549.672038    1305033549.684986    1305033549.6678
614 1305033549.707960    1305033549.722394    1305033549.7077
615 1305033549.739984    1305033549.752786    1305033549.7377
616 1305033549.772049    1305033549.788755    1305033549.7679
617 1305033549.807960    1305033549.823491    1305033549.8077
618 1305033549.839997    1305033549.852907    1305033549.8383
619 1305033549.871994    1305033549.889095    1305033549.8678
620 1305033549.907983    1305033549.921003    1305033549.9077
621 1305033549.939937    1305033549.952972    1305033549.9378
622 1305033549.971986    1305033549.989146    1305033549.9678
623 1305033550.007990    1305033550.020983    1305033550.0078
624 1305033550.040088    1305033550.052945    1305033550.0378
625 1305033550.072003    1305033550.090333    1305033550.0678
626 1305033550.107986    1305033550.120911    1305033550.1078
627 1305033550.139999    1305033550.154259    1305033550.1378
628 1305033550.172048    1305033550.154259    1305033550.1678
629 1305033550.207965    1305033550.223858    1305033550.2078
630 1305033550.240031    1305033550.252932    1305033550.2378
631 1305033550.271999    1305033550.289321    1305033550.2677
632 1305033550.307969    1305033550.321228    1305033550.3078
633 1305033550.339999    1305033550.353084    1305033550.3377
634 1305033550.372042    1305033550.353084    1305033550.3678
635 1305033550.407993    1305033550.422514    1305033550.4078
636 1305033550.439998    1305033550.452924    1305033550.4378
637 1305033550.471998    1305033550.489866    1305033550.4678
638 1305033550.507974    1305033550.524358    1305033550.5078
639 1305033550.540052    1305033550.553051    1305033550.5378
640 1305033550.572006    1305033550.589688    1305033550.5678
641 1305033550.608021    1305033550.623381    1305033550.6078
642 1305033550.640049    1305033550.652947    1305033550.6378
643 1305033550.671947    1305033550.652947    1305033550.6677
644 1305033550.708008    1305033550.692709    1305033550.7078
645 1305033550.739973    1305033550.752939    1305033550.7378
646 1305033550.940002    1305033550.924079    1305033550.9377
647 1305033551.071927    1305033551.056374    1305033551.0679
648 1305033551.107954    1305033551.122045    1305033551.1078
649 1305033551.139974    1305033551.122045    1305033551.1378
650 1305033551.172173    1305033551.158727    1305033551.1678
651 1305033551.208178    1305033551.222081    1305033551.2077
652 1305033551.239972    1305033551.257756    1305033551.2378
653 1305033551.272480    1305033551.257756    1305033551.2679
654 1305033551.307992    1305033551.291995    1305033551.3077
655 1305033551.339823    1305033551.324626    1305033551.3378
656 1305033551.372201    1305033551.360849    1305033551.3677
657 1305033551.407983    1305033551.424608    1305033551.4077
658 1305033551.440025    1305033551.424608    1305033551.4377
659 1305033551.471981    1305033551.460618    1305033551.4677
660 1305033551.508090    1305033551.524873    1305033551.5077
661 1305033551.539849    1305033551.524873    1305033551.5378
662 1305033551.572013    1305033551.559711    1305033551.5677
663 1305033551.607863    1305033551.622942    1305033551.6078
664 1305033551.640054    1305033551.622942    1305033551.6378
665 1305033551.672323    1305033551.657233    1305033551.6677
666 1305033551.708185    1305033551.723768    1305033551.7077
667 1305033551.740243    1305033551.756678    1305033551.7378
668 1305033551.775847    1305033551.788826    1305033551.7778
669 1305033551.808034    1305033551.823004    1305033551.8078
670 1305033551.840134    1305033551.856726    1305033551.8378
671 1305033551.875927    1305033551.889049    1305033551.8778
672 1305033551.908206    1305033551.921172    1305033551.9077
673 1305033551.940355    1305033551.959220    1305033551.9377
674 1305033551.975963    1305033551.990289    1305033551.9778
675 1305033552.007946    1305033552.021731    1305033552.0078
676 1305033552.040170    1305033552.021731    1305033552.0177
677 1305033553.240046    1305033553.260273    1305033553.2377
678 1305033553.275904    1305033553.260273    1305033553.2777
679 1305033553.307809    1305033553.292530    1305033553.3077
680 1305033553.340015    1305033553.326872    1305033553.3377
681 1305033553.375997    1305033553.392318    1305033553.3777
682 1305033553.407850    1305033553.392318    1305033553.4078
683 1305033553.440081    1305033553.428149    1305033553.4378
684 1305033553.475869    1305033553.491606    1305033553.4778
685 1305033553.507984    1305033553.491606    1305033553.5078
686 1305033553.540018    1305033553.526818    1305033553.5378
687 1305033553.576021    1305033553.559960    1305033553.5778
688 1305033553.607952    1305033553.596407    1305033553.6077
689 1305033553.639906    1305033553.626924    1305033553.6377
690 1305033553.676166    1305033553.693077    1305033553.6778
691 1305033553.707981    1305033553.693077    1305033553.7077
692 1305033553.740026    1305033553.725464    1305033553.7381
693 1305033553.775868    1305033553.759792    1305033553.7780
694 1305033553.807988    1305033553.793111    1305033553.8078
695 1305033553.839976    1305033553.825122    1305033553.8378
696 1305033553.875967    1305033553.893428    1305033553.8778
697 1305033553.907991    1305033553.893428    1305033553.9077
698 1305033553.940005    1305033553.924937    1305033553.9379
699 1305033553.975991    1305033553.993024    1305033553.9778
700 1305033554.007993    1305033553.993024    1305033554.0078
701 1305033554.040034    1305033554.024997    1305033554.0378
702 1305033554.076023    1305033554.057440    1305033554.0777
703 1305033554.108000    1305033554.095400    1305033554.1087
704 1305033554.140044    1305033554.124956    1305033554.1377
705 1305033554.176007    1305033554.193722    1305033554.1777
706 1305033554.208055    1305033554.193722    1305033554.2077
707 1305033554.240172    1305033554.224975    1305033554.2378
708 1305033554.276067    1305033554.292986    1305033554.2778
709 1305033554.308153    1305033554.292986    1305033554.3077
710 1305033554.340248    1305033554.324909    1305033554.3378
711 1305033554.375987    1305033554.395002    1305033554.3777
712 1305033554.407990    1305033554.395002    1305033554.4078
713 1305033554.440087    1305033554.424987    1305033554.4377
714 1305033554.476213    1305033554.493958    1305033554.4777
715 1305033554.508046    1305033554.493958    1305033554.5078
716 1305033554.540140    1305033554.524948    1305033554.5378
717 1305033554.576065    1305033554.593108    1305033554.5778
718 1305033554.608016    1305033554.593108    1305033554.6077
719 1305033554.639905    1305033554.625046    1305033554.6377
720 1305033554.676230    1305033554.694330    1305033554.6777
721 1305033554.708025    1305033554.694330    1305033554.7085
722 1305033554.740334    1305033554.724966    1305033554.7378
723 1305033554.776018    1305033554.794129    1305033554.7778
724 1305033554.807959    1305033554.794129    1305033554.8078
725 1305033554.840166    1305033554.825095    1305033554.8378
726 1305033554.875815    1305033554.861108    1305033554.8778
727 1305033554.907959    1305033554.893015    1305033554.9077
728 1305033554.940186    1305033554.926641    1305033554.9377
729 1305033554.975951    1305033554.962918    1305033554.9777
730 1305033555.007831    1305033554.994504    1305033555.0077
731 1305033555.039870    1305033555.025326    1305033555.0376
732 1305033555.075830    1305033555.062392    1305033555.0777
733 1305033555.107911    1305033555.093762    1305033555.1077
734 1305033555.139873    1305033555.126586    1305033555.1377
735 1305033555.175848    1305033555.162970    1305033555.1777
736 1305033555.211406    1305033555.204278    1305033555.2077
737 1305033555.275906    1305033555.262309    1305033555.2777
738 1305033555.307889    1305033555.293555    1305033555.3077
739 1305033555.340024    1305033555.326843    1305033555.3377
740 1305033555.376127    1305033555.362691    1305033555.3777
741 1305033555.407926    1305033555.394389    1305033555.4077
742 1305033555.439798    1305033555.428219    1305033555.4377
743 1305033555.475830    1305033555.461031    1305033555.4777
744 1305033555.508054    1305033555.493417    1305033555.5076
745 1305033555.540167    1305033555.526092    1305033555.5377
746 1305033555.576015    1305033555.564451    1305033555.5777
747 1305033555.607900    1305033555.595839    1305033555.6077
748 1305033555.640030    1305033555.628629    1305033555.6377
749 1305033555.676147    1305033555.665442    1305033555.6778
750 1305033555.707999    1305033555.693217    1305033555.7077
751 1305033555.740085    1305033555.728310    1305033555.7377
752 1305033555.776007    1305033555.761242    1305033555.7778
753 1305033555.808005    1305033555.793002    1305033555.8080
754 1305033555.839877    1305033555.825743    1305033555.8377
755 1305033555.876037    1305033555.862758    1305033555.8777
756 1305033555.908152    1305033555.894806    1305033555.9078
757 1305033555.940117    1305033555.927546    1305033555.9377
758 1305033556.040213    1305033556.063252    1305033556.0377
759 1305033556.076013    1305033556.063252    1305033556.0778
760 1305033556.108101    1305033556.093748    1305033556.1077
761 1305033556.140060    1305033556.129228    1305033556.1377
762 1305033556.176122    1305033556.161177    1305033556.1777
763 1305033556.207982    1305033556.193135    1305033556.2077
764 1305033556.239930    1305033556.230434    1305033556.2377
765 1305033556.275993    1305033556.261369    1305033556.2778
766 1305033556.307938    1305033556.293171    1305033556.3077
767 1305033556.340038    1305033556.330690    1305033556.3377
768 1305033556.375886    1305033556.363758    1305033556.3777
769 1305033556.407971    1305033556.394910    1305033556.4077
770 1305033556.439968    1305033556.431878    1305033556.4377
771 1305033556.475859    1305033556.462098    1305033556.4777
772 1305033556.507904    1305033556.495112    1305033556.5078
773 1305033556.540025    1305033556.531820    1305033556.5377
774 1305033556.575852    1305033556.565253    1305033556.5777
775 1305033556.607872    1305033556.593982    1305033556.6077
776 1305033556.640041    1305033556.632677    1305033556.6377
777 1305033556.675955    1305033556.662092    1305033556.6777
778 1305033556.707983    1305033556.693407    1305033556.7076
779 1305033556.739980    1305033556.729727    1305033556.7377
780 1305033556.775974    1305033556.761270    1305033556.7777
781 1305033556.808045    1305033556.793342    1305033556.8077
782 1305033556.839919    1305033556.830615    1305033556.8377
783 1305033556.876019    1305033556.861723    1305033556.8777
784 1305033556.907887    1305033556.896027    1305033556.9077
785 1305033556.939975    1305033556.930665    1305033556.9377
786 1305033556.975893    1305033556.964127    1305033556.9777
787 1305033557.007877    1305033556.994844    1305033557.0077
788 1305033557.040035    1305033557.029527    1305033557.0377
789 1305033557.075946    1305033557.062126    1305033557.0777
790 1305033557.207975    1305033557.193065    1305033557.2077
791 1305033557.240012    1305033557.231612    1305033557.2377
792 1305033557.276050    1305033557.264927    1305033557.2777
793 1305033557.307889    1305033557.297750    1305033557.3077
794 1305033557.340045    1305033557.330172    1305033557.3377
795 1305033557.376086    1305033557.361868    1305033557.3776
796 1305033557.408418    1305033557.398278    1305033557.4077
797 1305033557.440158    1305033557.430151    1305033557.4376
798 1305033557.476007    1305033557.462405    1305033557.4777
799 1305033557.508957    1305033557.500810    1305033557.5077
800 1305033557.576011    1305033557.562807    1305033557.5778
801 1305033557.608076    1305033557.600708    1305033557.6076
802 1305033557.640067    1305033557.633277    1305033557.6377
803 1305033557.675921    1305033557.662130    1305033557.6777
804 1305033557.708017    1305033557.698261    1305033557.7077
805 1305033557.739934    1305033557.730574    1305033557.7377
806 1305033557.775894    1305033557.765129    1305033557.7777
807 1305033557.807892    1305033557.798101    1305033557.8077
808 1305033557.839884    1305033557.831869    1305033557.8377
809 1305033557.875991    1305033557.861116    1305033557.8777
810 1305033557.908090    1305033557.897312    1305033557.9077
811 1305033557.940084    1305033557.928981    1305033557.9377
812 1305033557.976015    1305033557.960930    1305033557.9777
813 1305033558.008091    1305033557.999355    1305033558.0077
814 1305033558.039892    1305033558.031759    1305033558.0377
815 1305033558.075872    1305033558.061119    1305033558.0777
816 1305033558.108007    1305033558.099317    1305033558.1077
817 1305033558.139983    1305033558.129000    1305033558.1377
818 1305033558.175960    1305033558.166137    1305033558.1777
819 1305033558.207949    1305033558.198779    1305033558.1977
820 1305033558.576013    1305033558.568317    1305033558.5777
821 1305033558.608046    1305033558.599088    1305033558.6077
822 1305033558.640092    1305033558.630839    1305033558.6377
823 1305033558.676023    1305033558.666892    1305033558.6777
824 1305033558.708030    1305033558.697107    1305033558.7077
825 1305033558.740101    1305033558.730874    1305033558.7377
826 1305033558.776017    1305033558.768105    1305033558.7777
827 1305033558.807983    1305033558.799259    1305033558.8077
828 1305033558.839871    1305033558.832395    1305033558.8376
829 1305033558.876551    1305033558.868299    1305033558.8776
830 1305033558.908105    1305033558.897853    1305033558.9077
831 1305033558.939967    1305033558.930522    1305033558.9376
832 1305033558.976272    1305033558.968227    1305033558.9777
833 1305033559.008000    1305033558.997764    1305033559.0077
834 1305033559.040382    1305033559.029784    1305033559.0377
835 1305033559.076769    1305033559.069319    1305033559.0777
836 1305033559.109646    1305033559.101802    1305033559.1076
837 1305033559.175997    1305033559.169482    1305033559.1677
838 1305033559.208040    1305033559.201213    1305033559.1677
839 1305033559.239863    1305033559.233404    1305033559.1677
840 1305033559.776011    1305033559.798556    1305033559.7776
841 1305033559.808038    1305033559.798556    1305033559.8076
842 1305033559.840057    1305033559.835895    1305033559.8376
843 1305033559.875882    1305033559.867752    1305033559.8776
844 1305033559.908073    1305033559.901399    1305033559.9076
845 1305033559.940079    1305033559.935668    1305033559.9377
846 1305033559.976033    1305033559.969068    1305033559.9777
847 1305033560.008053    1305033559.997221    1305033560.0076
848 1305033560.040022    1305033560.036150    1305033560.0377
849 1305033560.076066    1305033560.066334    1305033560.0777
850 1305033560.107878    1305033560.098970    1305033560.1077
851 1305033560.139985    1305033560.134570    1305033560.1376
852 1305033560.175953    1305033560.166786    1305033560.1478
853 1305033560.207885    1305033560.198459    1305033560.2276
854 1305033560.240149    1305033560.234202    1305033560.2376
855 1305033560.275875    1305033560.265599    1305033560.2776
856 1305033560.308068    1305033560.297871    1305033560.3077
857 1305033560.340794    1305033560.335934    1305033560.3176
858 1305033560.376140    1305033560.365215    1305033560.3176
859 1305033560.608124    1305033560.600721    1305033560.6576
860 1305033560.640091    1305033560.634755    1305033560.6576
861 1305033560.676024    1305033560.668792    1305033560.6777
862 1305033560.708282    1305033560.701314    1305033560.7076
863 1305033560.740039    1305033560.736903    1305033560.7376
864 1305033560.776130    1305033560.769401    1305033560.7776
865 1305033560.808007    1305033560.799668    1305033560.8076
866 1305033560.840109    1305033560.836429    1305033560.8376
867 1305033561.075981    1305033561.067186    1305033561.0577
868 1305033561.108011    1305033561.067186    1305033561.1476
869 1305033561.175991    1305033561.169520    1305033561.1776
870 1305033561.207947    1305033561.205400    1305033561.2076
871 1305033561.244096    1305033561.237441    1305033561.2476
872 1305033561.276018    1305033561.269472    1305033561.2776
873 1305033561.308038    1305033561.304196    1305033561.3076
874 1305033561.344315    1305033561.333366    1305033561.3476
875 1305033561.376023    1305033561.365988    1305033561.3777
876 1305033561.408071    1305033561.401980    1305033561.4076
877 1305033561.444167    1305033561.433604    1305033561.4476
878 1305033561.475883    1305033561.468494    1305033561.4777
879 1305033561.508997    1305033561.502382    1305033561.5076
880 1305033561.544443    1305033561.536246    1305033561.5476
881 1305033561.576172    1305033561.569702    1305033561.5776
882 1305033561.608228    1305033561.605638    1305033561.6078
883 1305033561.643844    1305033561.633295    1305033561.6476
884 1305033561.676177    1305033561.666476    1305033561.6777
885 1305033561.708201    1305033561.704529    1305033561.7076
886 1305033561.744331    1305033561.737139    1305033561.7476
887 1305033561.776130    1305033561.765183    1305033561.7777
888 1305033561.808115    1305033561.801147    1305033561.8076
889 1305033561.843975    1305033561.832886    1305033561.8477
890 1305033561.876180    1305033561.865510    1305033561.8775
891 1305033561.908054    1305033561.901155    1305033561.9076
892 1305033561.944175    1305033561.932986    1305033561.9476
893 1305033561.976031    1305033561.965102    1305033561.9776
894 1305033562.008340    1305033562.001400    1305033562.0077
895 1305033562.043859    1305033562.036433    1305033562.0377
896 1305033562.408174    1305033562.437155    1305033562.4076
897 1305033562.444037    1305033562.437155    1305033562.4476
898 1305033562.476159    1305033562.472866    1305033562.4776
899 1305033562.508226    1305033562.505111    1305033562.5076
900 1305033562.544074    1305033562.536758    1305033562.5476
901 1305033562.575998    1305033562.570679    1305033562.5776
902 1305033562.608172    1305033562.605200    1305033562.6076
903 1305033562.643989    1305033562.633315    1305033562.6477
904 1305033562.676123    1305033562.671759    1305033562.6776
905 1305033562.709353    1305033562.702434    1305033562.7076
906 1305033562.744034    1305033562.735233    1305033562.7477
907 1305033562.775949    1305033562.773041    1305033562.7776
908 1305033562.808427    1305033562.802681    1305033562.8076
909 1305033562.844181    1305033562.835338    1305033562.8476
910 1305033562.876076    1305033562.870024    1305033562.8777
911 1305033562.907918    1305033562.901883    1305033562.9076
912 1305033562.943995    1305033562.934803    1305033562.9476
913 1305033562.975904    1305033562.968769    1305033562.9777
914 1305033563.008047    1305033563.001076    1305033563.0077
915 1305033563.044010    1305033563.034865    1305033563.0476
916 1305033563.075836    1305033563.069014    1305033563.0776
917 1305033563.108021    1305033563.100982    1305033563.1076
918 1305033563.143880    1305033563.132963    1305033563.1477
919 1305033563.175944    1305033563.172106    1305033563.1776
920 1305033563.208079    1305033563.201659    1305033563.2076
921 1305033563.243967    1305033563.235656    1305033563.2476
922 1305033563.276048    1305033563.270699    1305033563.2776
923 1305033563.308045    1305033563.305315    1305033563.3076
924 1305033563.343985    1305033563.335985    1305033563.3476
925 1305033563.376120    1305033563.370537    1305033563.3776
926 1305033563.407992    1305033563.405111    1305033563.4076
927 1305033563.443962    1305033563.435855    1305033563.4476
928 1305033563.475960    1305033563.472965    1305033563.4476
929 1305033564.807990    1305033564.806879    1305033564.8076
930 1305033564.843978    1305033564.841422    1305033564.8475
931 1305033564.876058    1305033564.869046    1305033564.8775
932 1305033564.908057    1305033564.904961    1305033564.9076
933 1305033564.943990    1305033564.941496    1305033564.9476
934 1305033564.976037    1305033564.973546    1305033564.9776
935 1305033565.007938    1305033565.007707    1305033565.0076
936 1305033565.043917    1305033565.041356    1305033565.0475
937 1305033565.075900    1305033565.073506    1305033565.0776
938 1305033565.107859    1305033565.106772    1305033565.1075
939 1305033565.143987    1305033565.137751    1305033565.1475
940 1305033565.175900    1305033565.170156    1305033565.1776
941 1305033565.207978    1305033565.206695    1305033565.2075
942 1305033565.244953    1305033565.238703    1305033565.2475
943 1305033565.276356    1305033565.272617    1305033565.2776
944 1305033565.307938    1305033565.309549    1305033565.3076
945 1305033565.344987    1305033565.338281    1305033565.3476
946 1305033565.376574    1305033565.370376    1305033565.3776
947 1305033565.407876    1305033565.406374    1305033565.4075
948 1305033565.444289    1305033565.438541    1305033565.4475
949 1305033565.476053    1305033565.471985    1305033565.4775
950 1305033565.507905    1305033565.506887    1305033565.5076
951 1305033565.544077    1305033565.539689    1305033565.5476
952 1305033565.575975    1305033565.573247    1305033565.5776
953 1305033565.608072    1305033565.605615    1305033565.6076
954 1305033565.644233    1305033565.637259    1305033565.6475
955 1305033565.676064    1305033565.672645    1305033565.6776
956 1305033565.709168    1305033565.709177    1305033565.7076
957 1305033565.744012    1305033565.741176    1305033565.7476
958 1305033565.776028    1305033565.772642    1305033565.7776
959 1305033565.808428    1305033565.808444    1305033565.8076
960 1305033565.844025    1305033565.841243    1305033565.8476
961 1305033565.875917    1305033565.873353    1305033565.8776
962 1305033565.907964    1305033565.907730    1305033565.9076
963 1305033565.944075    1305033565.940786    1305033565.9475
964 1305033565.975828    1305033565.975108    1305033565.9776
965 1305033566.007890    1305033566.006855    1305033566.0076
966 1305033566.043973    1305033566.041284    1305033566.0475
967 1305033566.075880    1305033566.075495    1305033566.0776
968 1305033566.107858    1305033566.107415    1305033566.1076
969 1305033566.143991    1305033566.139300    1305033566.1476
970 1305033566.177030    1305033566.177038    1305033566.1777
971 1305033566.244046    1305033566.241040    1305033566.2475
972 1305033566.276005    1305033566.276038    1305033566.2776
973 1305033566.307956    1305033566.307172    1305033566.3075
974 1305033566.344211    1305033566.339771    1305033566.3475
975 1305033566.375967    1305033566.374952    1305033566.3776
976 1305033566.408257    1305033566.408298    1305033566.4075
977 1305033566.443910    1305033566.436963    1305033566.4476
978 1305033566.476031    1305033566.472940    1305033566.4776
979 1305033566.508093    1305033566.504879    1305033566.5076
980 1305033566.544036    1305033566.538304    1305033566.5476
981 1305033566.576146    1305033566.573823    1305033566.5776
982 1305033566.608193    1305033566.605653    1305033566.6076
983 1305033566.644800    1305033566.639221    1305033566.6476
984 1305033566.707980    1305033566.705108    1305033566.7076
985 1305033566.743879    1305033566.740352    1305033566.7475
986 1305033566.775928    1305033566.773388    1305033566.7775
987 1305033566.816360    1305033566.806213    1305033566.8176
988 1305033566.876228    1305033566.873011    1305033566.8776
989 1305033566.907957    1305033566.905668    1305033566.9076
990 1305033566.944007    1305033566.939215    1305033566.9475
991 1305033566.975857    1305033566.975048    1305033566.9776
992 1305033567.007985    1305033567.005496    1305033567.0075
993 1305033567.043993    1305033567.039874    1305033567.0476
994 1305033567.076392    1305033567.076413    1305033567.0775
995 1305033567.108916    1305033567.108932    1305033567.1076
996 1305033567.143957    1305033567.140862    1305033567.1476
997 1305033567.177099    1305033567.177119    1305033567.1775
998 1305033567.244018    1305033567.241291    1305033567.2476
999 1305033567.275924    1305033567.275125    1305033567.2775
1000 1305033567.308112    1305033567.304888    1305033567.3075
1001 1305033567.343978    1305033567.341130    1305033567.3475
1002 1305033567.375907    1305033567.373209    1305033567.3776
1003 1305033567.408015    1305033567.405173    1305033567.4075
1004 1305033567.443932    1305033567.441194    1305033567.4476
1005 1305033567.476034    1305033567.473031    1305033567.4775
1006 1305033567.507956    1305033567.505132    1305033567.5076
1007 1305033567.544077    1305033567.541172    1305033567.5476
1008 1305033567.576039    1305033567.573100    1305033567.5776
1009 1305033567.608081    1305033567.605004    1305033567.6075
1010 1305033567.643848    1305033567.641180    1305033567.6476
1011 1305033567.676067    1305033567.673093    1305033567.6775
1012 1305033567.708106    1305033567.705006    1305033567.7076
1013 1305033567.743852    1305033567.741273    1305033567.7475
1014 1305033567.776100    1305033567.773082    1305033567.7775
1015 1305033567.807986    1305033567.805453    1305033567.8076
1016 1305033567.843855    1305033567.843409    1305033567.8475
1017 1305033567.876013    1305033567.872971    1305033567.8775
1018 1305033567.907933    1305033567.904912    1305033567.9075
1019 1305033567.944056    1305033567.943039    1305033567.9475
1020 1305033567.975900    1305033567.975176    1305033567.9775
1021 1305033568.007973    1305033568.005812    1305033568.0075
1022 1305033568.044690    1305033568.044696    1305033568.0476
1023 1305033568.076513    1305033568.076522    1305033568.0775
1024 1305033568.107876    1305033568.107380    1305033568.1075
1025 1305033568.144795    1305033568.144816    1305033568.1475
1026 1305033568.208754    1305033568.208773    1305033568.2076
1027 1305033568.244908    1305033568.244925    1305033568.2476
1028 1305033568.276767    1305033568.276797    1305033568.2776
1029 1305033568.308997    1305033568.309104    1305033568.3076
1030 1305033568.344489    1305033568.344501    1305033568.3475
1031 1305033568.376267    1305033568.376344    1305033568.3775
1032 1305033568.408097    1305033568.408119    1305033568.4075
1033 1305033568.443929    1305033568.443133    1305033568.4475
1034 1305033568.477600    1305033568.475416    1305033568.4776
1035 1305033568.510550    1305033568.510568    1305033568.5076
1036 1305033568.544550    1305033568.544555    1305033568.5475
1037 1305033568.577212    1305033568.577252    1305033568.5776
1038 1305033568.612362    1305033568.612382    1305033568.6075
1039 1305033568.645039    1305033568.645104    1305033568.6275
1040 1305033568.676708    1305033568.645104    1305033568.6776
1041 1305033568.712397    1305033568.712434    1305033568.7075
1042 1305033568.844116    1305033568.843449    1305033568.8475
1043 1305033568.875957    1305033568.875396    1305033568.8775
1044 1305033568.912608    1305033568.912623    1305033568.9176
1045 1305033568.945160    1305033568.945198    1305033568.9479
1046 1305033569.010126    1305033569.010141    1305033569.0075
1047 1305033569.044016    1305033569.041881    1305033569.0475
1048 1305033569.910415    1305033569.910429    1305033569.9079
1049 1305033569.944825    1305033569.944835    1305033569.9480
1050 1305033569.981683    1305033569.981702    1305033569.9780
1051 1305033570.045352    1305033570.045364    1305033570.0480
1052 1305033570.081550    1305033570.081566    1305033570.0780
1053 1305033570.145930    1305033570.145980    1305033570.1480
1054 1305033570.181417    1305033570.181425    1305033570.1780
1055 1305033570.244500    1305033570.244157    1305033570.2481
1056 1305033570.281942    1305033570.281956    1305033570.2781
1057 1305033570.344476    1305033570.343943    1305033570.3481
1058 1305033570.380955    1305033570.380973    1305033570.3781
1059 1305033570.413394    1305033570.413407    1305033570.4182
1060 1305033570.481286    1305033570.481292    1305033570.4782
1061 1305033570.513265    1305033570.513272    1305033570.5182
1062 1305033570.545143    1305033570.545195    1305033570.5482
1063 1305033570.580146    1305033570.580155    1305033570.5783
1064 1305033570.615301    1305033570.610678    1305033570.6182
1065 1305033570.678624    1305033570.678636    1305033570.6783
1066 1305033570.712814    1305033570.710650    1305033570.7083
1067 1305033570.744521    1305033570.743468    1305033570.7482
1068 1305033570.777858    1305033570.777871    1305033570.7787
1069 1305033570.812774    1305033570.810331    1305033570.8082
1070 1305033570.844872    1305033570.844878    1305033570.8484
1071 1305033570.881245    1305033570.881256    1305033570.8783
