freiburg1_360
image      depth      pose
537 1305031809.981453    1305031809.994224    1305031809.9806
538 1305031810.017406    1305031810.030062    1305031810.0206
539 1305031810.049474    1305031810.062155    1305031810.0505
540 1305031810.081517    1305031810.095183    1305031810.0806
541 1305031810.117406    1305031810.131056    1305031810.1206
542 1305031810.149419    1305031810.161700    1305031810.1505
543 1305031810.181557    1305031810.197185    1305031810.1805
544 1305031810.217391    1305031810.230520    1305031810.2206
545 1305031810.249478    1305031810.262762    1305031810.2505
546 1305031810.281498    1305031810.298074    1305031810.2807
547 1305031810.317488    1305031810.330937    1305031810.3206
548 1305031810.349482    1305031810.362897    1305031810.3506
549 1305031810.381463    1305031810.396861    1305031810.3806
550 1305031810.417445    1305031810.429920    1305031810.4205
551 1305031810.449427    1305031810.461399    1305031810.4505
552 1305031810.481449    1305031810.496777    1305031810.4806
553 1305031810.517384    1305031810.529947    1305031810.5206
554 1305031810.549512    1305031810.561970    1305031810.5506
555 1305031810.585416    1305031810.598116    1305031810.5806
556 1305031810.617391    1305031810.630327    1305031810.6205
557 1305031810.649392    1305031810.661881    1305031810.6506
558 1305031810.685423    1305031810.698469    1305031810.6805
559 1305031810.717449    1305031810.729616    1305031810.7206
560 1305031810.749419    1305031810.762055    1305031810.7506
561 1305031810.785316    1305031810.798335    1305031810.7806
562 1305031810.817385    1305031810.826635    1305031810.8205
563 1305031810.849415    1305031810.859437    1305031810.8505
564 1305031810.885396    1305031810.896721    1305031810.8806
565 1305031810.917724    1305031810.931542    1305031810.9206
566 1305031810.949471    1305031810.962074    1305031810.9505
567 1305031810.985423    1305031810.999156    1305031810.9805
568 1305031811.017436    1305031811.030567    1305031811.0206
569 1305031811.049445    1305031811.062402    1305031811.0505
570 1305031811.085404    1305031811.098594    1305031811.0806
571 1305031811.117449    1305031811.130054    1305031811.1206
572 1305031811.149652    1305031811.163124    1305031811.1505
573 1305031811.185423    1305031811.196680    1305031811.1810
574 1305031811.217448    1305031811.226245    1305031811.2206
575 1305031811.249459    1305031811.258835    1305031811.2505
576 1305031811.285401    1305031811.297420    1305031811.2806
577 1305031811.317471    1305031811.330119    1305031811.3205
578 1305031811.349438    1305031811.362347    1305031811.3506
579 1305031811.385421    1305031811.399651    1305031811.3806
580 1305031811.417400    1305031811.430784    1305031811.4205
581 1305031811.449532    1305031811.466212    1305031811.4505
582 1305031811.485413    1305031811.497813    1305031811.4805
583 1305031811.517423    1305031811.530073    1305031811.5206
584 1305031811.549533    1305031811.566308    1305031811.5505
585 1305031811.585347    1305031811.598269    1305031811.5805
586 1305031811.617439    1305031811.630831    1305031811.6206
587 1305031811.649459    1305031811.663366    1305031811.6505
588 1305031811.685432    1305031811.698740    1305031811.6805
589 1305031811.717529    1305031811.733435    1305031811.7206
590 1305031811.749420    1305031811.733435    1305031811.7506
591 1305031811.785416    1305031811.799543    1305031811.7806
592 1305031811.817440    1305031811.831559    1305031811.8206
593 1305031811.849504    1305031811.866219    1305031811.8505
594 1305031811.885446    1305031811.899601    1305031811.8806
595 1305031811.917451    1305031811.929778    1305031811.9206
596 1305031811.949446    1305031811.965910    1305031811.9506
597 1305031811.985433    1305031811.997697    1305031811.9805
598 1305031812.017466    1305031812.031513    1305031812.0206
599 1305031812.049451    1305031812.067293    1305031812.0506
600 1305031812.085454    1305031812.097226    1305031812.0805
601 1305031812.117430    1305031812.131618    1305031812.1206
602 1305031812.149444    1305031812.165747    1305031812.1505
603 1305031812.185398    1305031812.194229    1305031812.1815
604 1305031812.217575    1305031812.230599    1305031812.2205
605 1305031812.249442    1305031812.262258    1305031812.2505
606 1305031812.285269    1305031812.295017    1305031812.2806
607 1305031812.317439    1305031812.329535    1305031812.3206
608 1305031812.349628    1305031812.367033    1305031812.3505
609 1305031812.385430    1305031812.398919    1305031812.3805
610 1305031812.417396    1305031812.431444    1305031812.4206
611 1305031812.449401    1305031812.466128    1305031812.4505
612 1305031812.485444    1305031812.499545    1305031812.4808
613 1305031812.517424    1305031812.530582    1305031812.5208
614 1305031812.549479    1305031812.566690    1305031812.5505
615 1305031812.585434    1305031812.599029    1305031812.5807
616 1305031812.617435    1305031812.628645    1305031812.6205
617 1305031812.649447    1305031812.668061    1305031812.6511
618 1305031812.685438    1305031812.698746    1305031812.6805
619 1305031812.717447    1305031812.734013    1305031812.7205
620 1305031812.749493    1305031812.734013    1305031812.7506
621 1305031812.785436    1305031812.799489    1305031812.7805
622 1305031812.817595    1305031812.834132    1305031812.8205
623 1305031812.849411    1305031812.834132    1305031812.8506
624 1305031812.885427    1305031812.898960    1305031812.8805
625 1305031812.917509    1305031812.934173    1305031812.9205
626 1305031812.949555    1305031812.934173    1305031812.9512
627 1305031812.985457    1305031812.999091    1305031812.9805
628 1305031813.017436    1305031813.034784    1305031813.0205
629 1305031813.049489    1305031813.034784    1305031813.0507
630 1305031813.085316    1305031813.098588    1305031813.0805
631 1305031813.117438    1305031813.135262    1305031813.1205
632 1305031813.149429    1305031813.135262    1305031813.1506
633 1305031813.185427    1305031813.196373    1305031813.1805
634 1305031813.217526    1305031813.234674    1305031813.2205
635 1305031813.249435    1305031813.234674    1305031813.2506
636 1305031813.285403    1305031813.299198    1305031813.2805
637 1305031813.317420    1305031813.333908    1305031813.3205
638 1305031813.349429    1305031813.333908    1305031813.3510
639 1305031813.385390    1305031813.398657    1305031813.3812
640 1305031813.417434    1305031813.433247    1305031813.4205
641 1305031813.449445    1305031813.433247    1305031813.4505
642 1305031813.485393    1305031813.498088    1305031813.4805
643 1305031813.517402    1305031813.534016    1305031813.5205
644 1305031813.549456    1305031813.534016    1305031813.5511
645 1305031813.585413    1305031813.598490    1305031813.5805
646 1305031813.617514    1305031813.631475    1305031813.6205
647 1305031813.649317    1305031813.661752    1305031813.6505
648 1305031813.685390    1305031813.698286    1305031813.6805
649 1305031813.717434    1305031813.730280    1305031813.7206
650 1305031813.749460    1305031813.764797    1305031813.7505
651 1305031813.785473    1305031813.799441    1305031813.7805
652 1305031813.817425    1305031813.833945    1305031813.8205
653 1305031813.849442    1305031813.833945    1305031813.8509
654 1305031813.885478    1305031813.899482    1305031813.8805
655 1305031813.917420    1305031813.934338    1305031813.9205
656 1305031813.949430    1305031813.934338    1305031813.9505
657 1305031813.985350    1305031814.003554    1305031813.9805
658 1305031814.017410    1305031814.003554    1305031814.0205
659 1305031814.049397    1305031814.033924    1305031814.0505
660 1305031814.085369    1305031814.102320    1305031814.0805
661 1305031814.117410    1305031814.102320    1305031814.1205
662 1305031814.149406    1305031814.134667    1305031814.1505
663 1305031814.185515    1305031814.202037    1305031814.1905
664 1305031814.217368    1305031814.202037    1305031814.2205
665 1305031814.249436    1305031814.234336    1305031814.2505
666 1305031814.285406    1305031814.302865    1305031814.2817
667 1305031814.317389    1305031814.302865    1305031814.3205
668 1305031814.349391    1305031814.334123    1305031814.3505
669 1305031814.385364    1305031814.402137    1305031814.3805
670 1305031814.417465    1305031814.402137    1305031814.4205
671 1305031814.449403    1305031814.434097    1305031814.4505
672 1305031814.485389    1305031814.503242    1305031814.4805
673 1305031814.517461    1305031814.503242    1305031814.5205
674 1305031814.549456    1305031814.535346    1305031814.5505
675 1305031814.585485    1305031814.601706    1305031814.5805
676 1305031814.617521    1305031814.601706    1305031814.6205
677 1305031814.649442    1305031814.635644    1305031814.6505
678 1305031814.685443    1305031814.702775    1305031814.6805
679 1305031814.717506    1305031814.702775    1305031814.7205
680 1305031814.749513    1305031814.734657    1305031814.7505
681 1305031814.785428    1305031814.801939    1305031814.7805
682 1305031814.817655    1305031814.801939    1305031814.8205
683 1305031814.849469    1305031814.834141    1305031814.8505
684 1305031814.885483    1305031814.901856    1305031814.8805
685 1305031814.917497    1305031814.901856    1305031814.9205
686 1305031814.949453    1305031814.934189    1305031814.9505
687 1305031814.985407    1305031815.002785    1305031814.9805
688 1305031815.017453    1305031815.002785    1305031815.0205
689 1305031815.049420    1305031815.034070    1305031815.0505
690 1305031815.085286    1305031815.098276    1305031815.0805
691 1305031815.117774    1305031815.134087    1305031815.1205
692 1305031815.149413    1305031815.134087    1305031815.1505
693 1305031815.185441    1305031815.200200    1305031815.1805
694 1305031815.217524    1305031815.200200    1305031815.2205
695 1305031815.249490    1305031815.235479    1305031815.2505
696 1305031815.285447    1305031815.269898    1305031815.2805
697 1305031815.317708    1305031815.303120    1305031815.3205
698 1305031815.349477    1305031815.335140    1305031815.3505
699 1305031815.385427    1305031815.369858    1305031815.3806
700 1305031815.417561    1305031815.402087    1305031815.4206
701 1305031815.449601    1305031815.435520    1305031815.4505
702 1305031815.485593    1305031815.469069    1305031815.4905
703 1305031815.517598    1305031815.503584    1305031815.5205
704 1305031815.549484    1305031815.533867    1305031815.5505
705 1305031815.585442    1305031815.570080    1305031815.5806
706 1305031815.617445    1305031815.602977    1305031815.6205
707 1305031815.649511    1305031815.633580    1305031815.6505
708 1305031815.685482    1305031815.669542    1305031815.6805
709 1305031815.717591    1305031815.703270    1305031815.7205
710 1305031815.749417    1305031815.734736    1305031815.7505
711 1305031815.785408    1305031815.770261    1305031815.7805
712 1305031815.817442    1305031815.803102    1305031815.8105
