freiburg1_desk
image      depth      pose
537 1305031471.327642    1305031471.324440    1305031471.3292
538 1305031471.359615    1305031471.356569    1305031471.3592
539 1305031471.395730    1305031471.392751    1305031471.3992
540 1305031471.427704    1305031471.424494    1305031471.4293
541 1305031471.459647    1305031471.456975    1305031471.4593
542 1305031471.496491    1305031471.492705    1305031471.4992
543 1305031471.559671    1305031471.556561    1305031471.5592
544 1305031471.595702    1305031471.592606    1305031471.5992
545 1305031471.627621    1305031471.624486    1305031471.6291
546 1305031471.659642    1305031471.656831    1305031471.6592
547 1305031471.695609    1305031471.693182    1305031471.6992
548 1305031471.727501    1305031471.724753    1305031471.7292
549 1305031471.759702    1305031471.753002    1305031471.7592
550 1305031471.795801    1305031471.792706    1305031471.7992
551 1305031471.827639    1305031471.823821    1305031471.8292
552 1305031471.859665    1305031471.855793    1305031471.8591
553 1305031471.895604    1305031471.892838    1305031471.8992
554 1305031471.927651    1305031471.924928    1305031471.9292
555 1305031471.959643    1305031471.957162    1305031471.9592
556 1305031471.995573    1305031471.993177    1305031471.9992
557 1305031472.027638    1305031472.024660    1305031472.0292
558 1305031472.059668    1305031472.058063    1305031472.0592
559 1305031472.095601    1305031472.092883    1305031472.0992
560 1305031472.127594    1305031472.124760    1305031472.1291
561 1305031472.159645    1305031472.156982    1305031472.1592
562 1305031472.195682    1305031472.192890    1305031472.1991
563 1305031472.227626    1305031472.224678    1305031472.2292
564 1305031472.263840    1305031472.256642    1305031472.2591
565 1305031472.295671    1305031472.293139    1305031472.2991
566 1305031472.327678    1305031472.324844    1305031472.3292
567 1305031472.363577    1305031472.360912    1305031472.3591
568 1305031472.395599    1305031472.392956    1305031472.3992
569 1305031472.427686    1305031472.424694    1305031472.4291
570 1305031472.463603    1305031472.460919    1305031472.4592
571 1305031472.495626    1305031472.492972    1305031472.4991
572 1305031472.527625    1305031472.524781    1305031472.5291
573 1305031472.563587    1305031472.561296    1305031472.5592
574 1305031472.595675    1305031472.592968    1305031472.5991
575 1305031472.627701    1305031472.624647    1305031472.6291
576 1305031472.663575    1305031472.660836    1305031472.6592
577 1305031472.695755    1305031472.693008    1305031472.6992
578 1305031472.727628    1305031472.724752    1305031472.7292
579 1305031472.763578    1305031472.760654    1305031472.7592
580 1305031472.795640    1305031472.792775    1305031472.7992
581 1305031472.827627    1305031472.824692    1305031472.8292
582 1305031472.863598    1305031472.860936    1305031472.8592
583 1305031472.895713    1305031472.892944    1305031472.8992
584 1305031472.927685    1305031472.924814    1305031472.9291
585 1305031472.963756    1305031472.961213    1305031472.9591
586 1305031472.995704    1305031472.992815    1305031472.9991
587 1305031473.027638    1305031473.024564    1305031473.0292
588 1305031473.063684    1305031473.060795    1305031473.0592
589 1305031473.095695    1305031473.092012    1305031473.0991
590 1305031473.127744    1305031473.124072    1305031473.1291
591 1305031473.167060    1305031473.158420    1305031473.1691
